84650,6,2
84656,6,2
84662,6,2
84668,6,2
84674,6,2
84680,6,2
84686,6,2
84692,6,2
84698,6,2
84704,6,2
84710,6,2
84716,6,2
84722,6,2
84728,6,2
84734,6,2
84740,6,2
84746,6,2
84752,6,2
84758,6,2
84764,6,2
84770,6,2
84776,6,2
84782,6,2
84788,6,2
84794,6,2
84800,6,2
84806,6,2
84812,6,2
84818,6,2
84824,6,2
84830,6,2
84836,6,2
84842,6,2
84848,6,2
84854,6,2
84860,6,2
84866,6,2
84872,6,2
84878,6,2
84884,6,2
84890,6,2
84896,6,2
84902,6,2
84908,6,2
84914,6,2
84920,6,2
84926,6,2
84932,6,2
84938,6,2
84944,6,2
84950,6,2
84956,6,2
84962,6,2
84968,6,2
84974,6,2
84980,6,2
84986,6,2
84992,6,2
84998,6,2
85004,6,2
85010,6,2
85016,6,2
85022,6,2
85028,6,2
85034,6,2
85040,6,2
85046,6,2
85052,6,2
85058,6,2
85064,6,2
85070,6,2
85076,6,2
85082,6,2
85088,6,2
85094,6,2
85100,6,2
85106,6,2
85112,6,2
85118,6,2
85124,6,2
85130,6,2
85136,6,2
85142,6,2
85148,6,2
85154,6,2
85160,6,2
85166,6,2
85172,6,2
85178,6,2
85184,6,2
85190,6,2
85196,6,2
85202,6,2
85208,6,2
85214,6,2
85220,6,2
85226,6,2
85232,6,2
85238,6,2
85244,6,2
85250,6,2
85256,6,2
85262,6,2
85268,6,2
85274,6,2
85280,6,2
85286,6,2
85292,6,2
85298,6,2
85304,6,2
85310,6,2
85316,6,2
85322,6,2
85328,6,2
85334,6,2
85340,6,2
85346,6,2
85352,6,2
85358,6,2
85364,6,2
85370,6,2
85376,6,2
85382,6,2
85388,6,2
85394,6,2
85400,6,2
85406,6,2
85412,6,2
85418,6,2
85424,6,2
85430,6,2
85436,6,2
85442,6,2
85448,6,2
85454,6,2
85460,6,2
85466,6,2
85472,6,2
85478,6,2
85484,6,2
85490,6,2
85496,6,2
85502,6,2
85508,6,2
85514,6,2
85520,6,2
85526,6,2
85532,6,2
85538,6,2
85544,6,2
85550,6,2
85556,6,2
85562,6,2
85568,6,2
85574,6,2
85580,6,2
85586,6,2
85592,6,2
85598,6,2
85604,6,2
85610,6,2
85616,6,2
85622,6,2
85628,6,2
85634,6,2
85640,6,2
85646,6,2
85652,6,2
85658,6,2
85664,6,2
85670,6,2
85676,6,2
85682,6,2
85688,6,2
85694,6,2
85700,6,2
85706,6,2
85712,6,2
85718,6,2
85724,6,2
85730,6,2
85736,6,2
85742,6,2
85748,6,2
85754,6,2
85760,6,2
85766,6,2
85772,6,2
85778,6,2
85784,6,2
85790,6,2
85796,6,2
85802,6,2
85808,6,2
85814,6,2
85820,6,2
85826,6,2
85832,6,2
85838,6,2
85844,6,2
85850,6,2
85856,6,2
85862,6,2
85868,6,2
85874,6,2
85880,6,2
85886,6,2
85892,6,2
85898,6,2
85904,6,2
85910,6,2
85916,6,2
85922,6,2
85928,6,2
85934,6,2
85940,6,2
85946,6,2
85952,6,2
85958,6,2
85964,6,2
85970,6,2
85976,6,2
85982,6,2
85988,6,2
85994,6,2
86000,6,2
86006,6,2
86012,6,2
86018,6,2
86024,6,2
86030,6,2
86036,6,2
86042,6,2
86048,6,2
86054,6,2
86060,6,2
86066,6,2
86072,6,2
86078,6,2
86084,6,2
86090,6,2
86096,6,2
86102,6,2
86108,6,2
86114,6,2
86120,6,2
86126,6,2
86132,6,2
86138,6,2
86144,6,2
86150,6,2
86156,6,2
86162,6,2
86168,6,2
86174,6,2
86180,6,2
86186,6,2
86192,6,2
86198,6,2
86204,6,2
86210,6,2
86216,6,2
86222,6,2
86228,6,2
86234,6,2
86240,6,2
86246,6,2
86252,6,2
86258,6,2
86264,6,2
86270,6,2
86276,6,2
86282,6,2
86288,6,2
86294,6,2
86300,6,2
86306,6,2
86312,6,2
86318,6,2
86324,6,2
86330,6,2
86336,6,2
86342,6,2
86348,6,2
86354,6,2
86360,6,2
